PatchID,XCOORD,YCOORD,ID,sex,age,size,mature,newmature,layeggs,capture,recapture,infection,CDist,Hindex,Species,ClassFile,SubPatchID,L0A0,L0A1,L1A0,L1A1
1,250.0,0.0,R1_F1_m-1f-1_P1_Y-1_U0,XY,1,57.948,1,1,0.0,0,0,0,-9999.0,1.0,1,P0_CV0,1,2,0,0,2
1,250.0,0.0,R1_F1_m-1f-1_P1_Y-1_U1,XY,1,52.524,1,1,0.0,0,0,0,-9999.0,0.5,1,P0_CV0,1,1,1,2,0
1,250.0,0.0,R1_F1_m-1f-1_P1_Y-1_U2,XY,0,31.0,0,0,0.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,250.0,0.0,R1_F1_m-1f-1_P1_Y-1_U3,XY,0,31.0,0,0,0.0,0,0,0,-9999.0,0.5,1,P0_CV0,1,1,1,0,2
1,250.0,0.0,R1_F1_m-1f-1_P1_Y-1_U4,XX,2,92.0,1,1,1.0,0,0,0,-9999.0,0.5,1,P0_CV0,1,1,1,1,1
1,250.0,0.0,R1_F1_m-1f-1_P1_Y-1_U5,XY,0,31.0,0,0,0.0,0,0,0,-9999.0,0.5,1,P0_CV0,1,1,1,1,1
1,250.0,0.0,R1_F1_m-1f-1_P1_Y-1_U6,XY,0,31.0,0,0,0.0,0,0,0,-9999.0,0.5,1,P0_CV0,1,1,1,1,1
1,250.0,0.0,R1_F1_m-1f-1_P1_Y-1_U7,XX,2,92.0,1,1,1.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,2,0
1,250.0,0.0,R1_F1_m-1f-1_P1_Y-1_U8,XX,2,92.0,1,1,1.0,0,0,0,-9999.0,0.5,1,P0_CV0,1,1,1,1,1
1,250.0,0.0,R1_F1_m-1f-1_P1_Y-1_U9,XY,1,67.534,1,1,0.0,0,0,0,-9999.0,0.5,1,P0_CV0,1,1,1,2,0
1,250.0,0.0,R1_F1_m-1f-1_P1_Y-1_U10,XX,1,58.967,1,1,1.0,0,0,0,-9999.0,1.0,1,P0_CV0,1,2,0,1,1
1,250.0,0.0,R1_F1_m-1f-1_P1_Y-1_U11,XY,2,92.0,1,1,0.0,0,0,0,-9999.0,1.0,1,P0_CV0,1,2,0,2,0
1,250.0,0.0,R1_F1_m-1f-1_P1_Y-1_U12,XX,2,92.0,1,1,1.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,2,0
1,250.0,0.0,R1_F1_m-1f-1_P1_Y-1_U13,XX,1,57.509,1,1,1.0,0,0,0,-9999.0,0.5,1,P0_CV0,1,1,1,1,1
1,250.0,0.0,R1_F1_m-1f-1_P1_Y-1_U14,XY,2,92.0,1,1,0.0,0,0,0,-9999.0,1.0,1,P0_CV0,1,2,0,1,1
1,250.0,0.0,R1_F1_m-1f-1_P1_Y-1_U15,XX,2,92.0,1,1,1.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,1,1
1,250.0,0.0,R1_F1_m-1f-1_P1_Y-1_U16,XX,1,54.455,1,1,1.0,0,0,0,-9999.0,0.5,1,P0_CV0,1,1,1,1,1
1,250.0,0.0,R1_F1_m-1f-1_P1_Y-1_U17,XY,2,92.0,1,1,0.0,0,0,0,-9999.0,0.5,1,P0_CV0,1,1,1,1,1
1,250.0,0.0,R1_F1_m-1f-1_P1_Y-1_U18,XX,2,92.0,1,1,1.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,2,0
1,250.0,0.0,R1_F1_m-1f-1_P1_Y-1_U19,XY,1,57.251,1,1,0.0,0,0,0,-9999.0,0.5,1,P0_CV0,1,1,1,0,2
1,250.0,0.0,R1_F1_m-1f-1_P1_Y-1_U20,XX,1,49.475,1,1,1.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,1,1
1,250.0,0.0,R1_F1_m-1f-1_P1_Y-1_U21,XY,0,31.0,0,0,0.0,0,0,0,-9999.0,1.0,1,P0_CV0,1,2,0,1,1
1,250.0,0.0,R1_F1_m-1f-1_P1_Y-1_U22,XX,2,92.0,1,1,1.0,0,0,0,-9999.0,1.0,1,P0_CV0,1,2,0,0,2
1,250.0,0.0,R1_F1_m-1f-1_P1_Y-1_U23,XY,2,92.0,1,1,0.0,0,0,0,-9999.0,1.0,1,P0_CV0,1,2,0,1,1
1,250.0,0.0,R1_F1_m-1f-1_P1_Y-1_U24,XY,1,51.177,1,1,0.0,0,0,0,-9999.0,0.5,1,P0_CV0,1,1,1,1,1
1,250.0,0.0,R1_F1_m-1f-1_P1_Y-1_U25,XY,0,31.0,0,0,0.0,0,0,0,-9999.0,1.0,1,P0_CV0,1,2,0,1,1
1,250.0,0.0,R1_F1_m-1f-1_P1_Y-1_U26,XX,0,31.0,0,0,0.0,0,0,0,-9999.0,0.5,1,P0_CV0,1,1,1,1,1
