PatchID,X,Y,SubpatchNO,K,K StDev,N0,Natal Grounds,Migration Grounds,Genes Initialize,Class Vars,Mortality Out %,Mortality Out StDev,Mortality Back,Mortality Back StDev,Mortality Eggs,Mortality Eggs StDev,Migration,Set Migration,Straying,GrowthTemperatureOut,GrowthTemperatureOutStDev,GrowDaysOut,GrowDaysOutStDev,GrowthTemperatureBack,GrowthTemperatureBackStDev,GrowDaysBack,GrowDaysBackStDev,Capture Probability Out,Capture Probability Back,HabitatOut,HabitatBack,Fitness_AA,Fitness_Aa,Fitness_aa,Fitness_BB,Fitness_Bb,Fitness_bb,Fitness_AABB,Fitness_AaBB,Fitness_aaBB,Fitness_AABb,Fitness_AaBb,Fitness_aaBb,Fitness_AAbb,Fitness_Aabb,Fitness_aabb
1299,581552,4734065,1299,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,20.7600002 | 22.0100002 | 22.7999992,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1300,581613,4734142,1300,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,20.8400002 | 22.0900002 | 22.8799992,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1301,581628,4734238,1301,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,20.8400002 | 22.0900002 | 22.8799992,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1302,581645,4734330,1302,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,20.8400002 | 22.0900002 | 22.8799992,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1303,581655,4734426,1303,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,20.8400002 | 22.0900002 | 22.8799992,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1304,581634,4734516,1304,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,20.8400002 | 22.0900002 | 22.8799992,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1305,581565,4734587,1305,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,20.8400002 | 22.0900002 | 22.8799992,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1306,581495,4734658,1306,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,20.8400002 | 22.0900002 | 22.8799992,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1307,581469,4734744,1307,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,20.8400002 | 22.0900002 | 22.8799992,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1308,581478,4734844,1308,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,20.8400002 | 22.0900002 | 22.8799992,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1309,581487,4734943,1309,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,20.8400002 | 22.0900002 | 22.8799992,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1310,581522,4735032,1310,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,20.8400002 | 22.0900002 | 22.8799992,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1311,581563,4735114,1311,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,20.9500008 | 22.2000008 | 22.9899998,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1312,581566,4735203,1312,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,20.9500008 | 22.2000008 | 22.9899998,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1313,581628,4735279,1313,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,20.9500008 | 22.2000008 | 22.9899998,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1314,581694,4735354,1314,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,20.9500008 | 22.2000008 | 22.9899998,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1315,581768,4735420,1315,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,20.9500008 | 22.2000008 | 22.9899998,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1316,581843,4735486,1316,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,21.0599995 | 22.3099995 | 23.1000004,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1317,581903,4735559,1317,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,21.0599995 | 22.3099995 | 23.1000004,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1318,581927,4735655,1318,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,21.0599995 | 22.3099995 | 23.1000004,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1319,581976,4735737,1319,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,21.0599995 | 22.3099995 | 23.1000004,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1320,582061,4735739,1320,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,21.0599995 | 22.3099995 | 23.1000004,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1321,582149,4735703,1321,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,21.0599995 | 22.3099995 | 23.1000004,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1322,582235,4735734,1322,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,21.0599995 | 22.3099995 | 23.1000004,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1323,582293,4735812,1323,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,21.0599995 | 22.3099995 | 23.1000004,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1324,582325,4735906,1324,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,21.0599995 | 22.3099995 | 23.1000004,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1325,582322,4735998,1325,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,18 | 18 | 18,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,1,1,1,1,1,1,1,1,1,1,1
1326,582325,4736087,1326,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,21.0599995 | 22.3099995 | 23.1000004,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1327,582279,4736168,1327,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,18 | 18 | 18,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,1,1,1,1,1,1,1,1,1,1,1
1328,582257,4736265,1328,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,21.0599995 | 22.3099995 | 23.1000004,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1329,582238,4736362,1329,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,21.0599995 | 22.3099995 | 23.1000004,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1330,582273,4736447,1330,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,21.2399998 | 22.4899998 | 23.2800007,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1331,582356,4736492,1331,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,21.2399998 | 22.4899998 | 23.2800007,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1332,582455,4736495,1332,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,21.2399998 | 22.4899998 | 23.2800007,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1333,582546,4736484,1333,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,21.2399998 | 22.4899998 | 23.2800007,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1334,582585,4736540,1334,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,21.2399998 | 22.4899998 | 23.2800007,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1335,582551,4736630,1335,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,21.2399998 | 22.4899998 | 23.2800007,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1336,582543,4736722,1336,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,21.2399998 | 22.4899998 | 23.2800007,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1337,582545,4736817,1337,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,21.2399998 | 22.4899998 | 23.2800007,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1338,582503,4736906,1338,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,21.3700008 | 22.6200008 | 23.4099998,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1339,582477,4737000,1339,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,21.3700008 | 22.6200008 | 23.4099998,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1340,582521,4737078,1340,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,21.3700008 | 22.6200008 | 23.4099998,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1341,582600,4737138,1341,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,21.3700008 | 22.6200008 | 23.4099998,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1342,582693,4737165,1342,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,21.3700008 | 22.6200008 | 23.4099998,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1343,582780,4737196,1343,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,18 | 18 | 18,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,1,1,1,1,1,1,1,1,1,1,1
1344,582833,4737273,1344,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,21.3700008 | 22.6200008 | 23.4099998,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1345,582923,4737288,1345,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,21.3700008 | 22.6200008 | 23.4099998,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1346,583008,4737324,1346,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,21.3700008 | 22.6200008 | 23.4099998,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1347,583096,4737357,1347,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,21.4099998 | 22.6599998 | 23.4500008,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1348,583181,4737407,1348,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,21.4099998 | 22.6599998 | 23.4500008,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1349,583265,4737460,1349,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,21.4099998 | 22.6599998 | 23.4500008,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
1350,583354,4737492,1350,100 | 100 | 100,10 |10 |10,50,1,1,random,classvars.csv,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,0 | 0 | 0,1,Y,1 | 1 | 1,2 | 2 | 2,0 | 0 | 0,155 | 155 | 155,0|0|0,21.4099998 | 22.6599998 | 23.4500008,0|0|0,210 | 210 | 210,0|0|0,N,N,5,5,0 | 0 | 0,20 |20 |20,40 |40 |40,1,1,1,1,1,1,1,1,1,1,1,1
